task_id,submit_time,end_time,cpu_req,gpu_req,duration
8ffb38b94e240eb514e802df,2000905.0,2004674.0,1800.0,100.0,3769.0
ad7b208bffe3fdf987e67b98,2037074.0,2037145.0,1600.0,100.0,71.0
e2f18dee10b0967960cdd813,2039826.0,2040921.0,600.0,0.0,1095.0
ce5711f78c6887d8c40fdf82,2047424.0,2048380.0,100.0,25.0,956.0
be63706fe4de9c337b0869e8,2052644.0,2061012.0,600.0,10.0,8368.0
784cd8db743ea73ec0a6b583,2053514.0,2054288.0,800.0,50.0,774.0
fc27a7277dce2c1d4f661fcc,2055048.0,2058303.0,600.0,25.0,3255.0
08a51bfbc32d10a5a7065e8d,2057428.0,2057442.0,600.0,100.0,14.0
8a9ef967170575185b0b68bf,2059387.0,2059400.0,200.0,0.0,13.0
858a9f47e0ab9fe5e08ba2c7,2063065.0,2067008.0,600.0,25.0,3943.0
90dea859bd38b72639237296,2063529.0,2063560.0,600.0,100.0,31.0
3b4c428f60fdebdc3f04ac4d,2063842.0,2063933.0,600.0,100.0,91.0
b2fbf2d2a907eafd31cce88e,2064017.0,2065210.0,50.0,100.0,1193.0
a4d2bf7b048ac5339fff4f34,2065061.0,2068386.0,600.0,0.0,3325.0
c4e8595d63522d1df7871bb8,2069423.0,2077103.0,600.0,100.0,7680.0
decd4d523e34ed1e337f5944,2070009.0,2087224.0,600.0,25.0,17215.0
9d0370c05d380569612b3551,2071004.0,2071058.0,600.0,0.0,54.0
3b90725386f8d0ec90fb23b6,2074933.0,2075043.0,600.0,25.0,110.0
26a1022ea8419b4387dd8547,2075447.0,2076987.0,600.0,50.0,1540.0
54f70fad40ee0d0690646b8c,2076808.0,2077172.0,600.0,10.0,364.0
4caebd53e941761cfa706808,2079520.0,2079555.0,600.0,100.0,35.0
5c1f43f70d3f92979f877225,2085263.0,2090553.0,600.0,25.0,5290.0
dbd71e49854b99368e18c584,2086117.0,2086227.0,600.0,50.0,110.0
31baf0afd28dfc05cefe9b45,2090205.0,2090218.0,200.0,0.0,13.0
0168af23a3203bae8c7aa5df,2091594.0,2109452.0,600.0,0.0,17858.0
73c96773d4411e97ca18b0b6,2094680.0,2122993.0,600.0,25.0,28313.0
24bd88a73b09e705779a03f6,2100543.0,2101261.0,800.0,50.0,718.0
77e2fd3e1efcfa2a900c7a06,2107507.0,2107924.0,600.0,100.0,417.0
faabc98fcac742b1c9d998a0,2108600.0,2112075.0,600.0,100.0,3475.0
31b016c8d2dfbf57b0fc7763,2111939.0,2112052.0,600.0,0.0,113.0
bf9a5891b8240e9ade49f428,2113484.0,2113741.0,600.0,100.0,257.0
13c1fdc0f45ba8eb8560ed3b,2116373.0,2116403.0,600.0,5.0,30.0
3f328bad9d0cfb8600e0613d,2116373.0,2116392.0,600.0,5.0,19.0
8c1d930fde3142beb52ffa99,2118950.0,2147437.0,20.0,10.0,28487.0
832fdd2effe100d8bc693792,2123805.0,2124066.0,600.0,100.0,261.0
26270d3096052dc1b724ce71,2135089.0,2139038.0,600.0,10.0,3949.0
be7814122f4bc3df660d7ad0,2135939.0,2141078.0,600.0,10.0,5139.0
b31f625996923f165a86d546,2139099.0,2143850.0,600.0,10.0,4751.0
fcd8f9b017183d587b331ce2,2144474.0,2144838.0,400.0,0.0,364.0
e5d0167442e6ab0fce4d20a5,2147717.0,2164894.0,600.0,25.0,17177.0
90d61a29085f63cb3c8ff2fd,2148182.0,2148212.0,600.0,100.0,30.0
fbb1e21e4f176d5dce1cd07f,2149100.0,2149335.0,600.0,100.0,235.0
311da0b3e1830ba432d360b3,2153830.0,2157936.0,100.0,0.0,4106.0
0c9651a2d3e40c2b0339c1d7,2158467.0,2158492.0,600.0,100.0,25.0
5bb50c73631740f66919639d,2159056.0,2159158.0,50.0,300.0,102.0
a442359b772a02d34141a1af,2159450.0,2159484.0,600.0,100.0,34.0
816e5cb0fc5668832e72e483,2161635.0,2167184.0,600.0,50.0,5549.0
cdb9aa897f937311f631359f,2163722.0,2163763.0,600.0,0.0,41.0
e16aff19653e9852433e6300,2166384.0,2378365.0,600.0,100.0,211981.0
cdcbbc887d63b02805f0e96b,2169615.0,2173567.0,600.0,50.0,3952.0
183fc11e8bb61e2cd2d07e24,2171984.0,2172213.0,600.0,100.0,229.0
77b8b1534162ec0624077c8f,2181827.0,2182607.0,600.0,0.0,780.0
4dbdfb35d174a45ba484a0be,2182047.0,2202728.0,600.0,0.0,20681.0
2e40c5e335aa145aa165575d,2182668.0,2185484.0,600.0,100.0,2816.0
e1b08b465cf8beaa97a9f2ed,2183820.0,2240719.0,600.0,50.0,56899.0
57e8a0d451a31de0b27e5c7e,2185051.0,2185394.0,600.0,25.0,343.0
0bddc1eeeee559c5e7410c9e,2190875.0,2191638.0,200.0,0.0,763.0
57127609269115f52b9e059e,2192034.0,2192128.0,600.0,100.0,94.0
4589a4fe1992b2ce8f735bd3,2192747.0,2192786.0,600.0,25.0,39.0
4529f3bd882e9b5799c38e7b,2196160.0,2196215.0,600.0,100.0,55.0
a4dd17e57d760eff702886a1,2201770.0,2201796.0,600.0,50.0,26.0
5c04052125b9d628f34c1ff1,2202948.0,2202982.0,200.0,0.0,34.0
5bd09840e4cd1a2b8fafa891,2206439.0,2206463.0,600.0,100.0,24.0
ec2d08e53bec3254f06b01d1,2214325.0,2229944.0,600.0,10.0,15619.0
971011a04112e8084985c7e4,2215222.0,2215436.0,600.0,25.0,214.0
d5eff8a6fee42afe1007626d,2215267.0,2215460.0,600.0,0.0,193.0
fee47510b429aac0b18cb253,2219323.0,2219339.0,600.0,100.0,16.0
96c6cbd9660f552815423c73,2224642.0,2231220.0,600.0,10.0,6578.0
959ee8ff76bd50376c1cd346,2224789.0,2225978.0,600.0,50.0,1189.0
dd434098b5b37219f8282e6e,2233920.0,2234618.0,600.0,25.0,698.0
f5fe6f34f5c57991d510efba,2237468.0,2239154.0,50.0,100.0,1686.0
ebed425a87b9444ce0482e41,2241116.0,2241262.0,600.0,100.0,146.0
20010ec948e60065dbc76d76,2245120.0,2245144.0,600.0,100.0,24.0
ef61e94fb6d085a42689b5c4,2247662.0,2248355.0,100.0,100.0,693.0
c79a5453dab40d8bf47d0098,2248972.0,2250824.0,600.0,0.0,1852.0
55b356e2f0e00a2827a3d955,2254696.0,2254710.0,200.0,0.0,14.0
10f86f3e3ae8e17c01658b63,2255977.0,2275613.0,3200.0,100.0,19636.0
df2ca04518d305850c28e698,2256362.0,2260164.0,600.0,50.0,3802.0
ddbf2d68d47b2fd3723d93b1,2257202.0,2258098.0,100.0,0.0,896.0
48695a2b697f6f4e1e46a34e,2260630.0,2261821.0,600.0,25.0,1191.0
11b080689cc14ed2fff9f625,2262740.0,2262887.0,1800.0,100.0,147.0
aaa71079088eeeb13e263071,2264741.0,2264786.0,600.0,50.0,45.0
281314852c7aa28b9b31d7ea,2265035.0,2265066.0,600.0,25.0,31.0
906fa9e77c48fbf98a522b67,2266946.0,2267039.0,600.0,25.0,93.0
1457b36b8cddedf4fe607de6,2271388.0,2275489.0,1800.0,100.0,4101.0
e7168c20a0143762b3fdfa66,2275679.0,2278347.0,600.0,200.0,2668.0
f5052f2177d1e64d961324c7,2279351.0,2281886.0,400.0,0.0,2535.0
aaf6793c59b5e30c5d0e1015,2279594.0,2290245.0,600.0,0.0,10651.0
3987ede275c025e4c14c973e,2281635.0,2283448.0,600.0,25.0,1813.0
518e022ac1c8e447b24f0978,2283482.0,2288484.0,1800.0,100.0,5002.0
89ba6c2a99acaa2848803454,2286109.0,2293091.0,500.0,50.0,6982.0
84e8dd2e5a5e64c6ceef6a85,2292401.0,2293031.0,600.0,50.0,630.0
7b83ad74758f800c6f909e65,2292757.0,2295649.0,100.0,0.0,2892.0
e08491428fa6802ac4ca585c,2296597.0,2296963.0,600.0,100.0,366.0
d86a934a42d4f8918a72454f,2299858.0,2319719.0,600.0,10.0,19861.0
a1f3f83e26ae6a75cd84b8f2,2301245.0,2306068.0,1600.0,100.0,4823.0
5d73a996e98134fe4b49f87d,2303140.0,2303169.0,600.0,100.0,29.0
528f36fea90b94175459998d,2304078.0,2329572.0,600.0,25.0,25494.0
99c79620abe466ae7a42e3cf,2306073.0,2307393.0,100.0,25.0,1320.0
f9389cea42a1848f494c019b,2311817.0,2312318.0,600.0,0.0,501.0
bf2e3430a5be1299c635f17c,2321315.0,2321953.0,600.0,0.0,638.0
ca60364cfb4539669b441fec,2325866.0,2325904.0,400.0,100.0,38.0
1502984777793026a3db07c9,2326178.0,2326367.0,50.0,100.0,189.0
4a32bd251b3222fddd18334d,2327779.0,2327989.0,600.0,200.0,210.0
0151e22fed42346b33db447c,2335158.0,2335773.0,600.0,10.0,615.0
cc9892395b7293346be15cb8,2338857.0,2350092.0,1800.0,100.0,11235.0
0559e24bd643cb8f6c190417,2340629.0,2340641.0,200.0,0.0,12.0
3082c2d9b7f704b7cb8aecf7,2341824.0,2393193.0,600.0,100.0,51369.0
1b57327e538d16d22fb00fc4,2342238.0,2343931.0,200.0,0.0,1693.0
cfd980e52dfa73eb385174fd,2342337.0,2345971.0,600.0,50.0,3634.0
e08e635e1cc1043c685bb2b0,2342847.0,2343482.0,600.0,25.0,635.0
235df8c18bcdc2450c607248,2343099.0,2343848.0,600.0,25.0,749.0
bca9c6c0a8122cd18f0857cd,2343233.0,2343292.0,600.0,100.0,59.0
c362c9811925522dd4795454,2343237.0,2345438.0,400.0,0.0,2201.0
b0136a44fd2d35aa822fb8cc,2343889.0,2344003.0,600.0,100.0,114.0
f185e3b46ea6ef236140e353,2346114.0,2346570.0,1000.0,50.0,456.0
3362b129a547f1a9853913c5,2348612.0,2379013.0,600.0,25.0,30401.0
f8974c0c348ac4578367297a,2354139.0,2354175.0,200.0,0.0,36.0
420403ecbfc7aaccef02f127,2354777.0,2364938.0,600.0,50.0,10161.0
0c932feae19fe6d649d80519,2356268.0,2356282.0,100.0,0.0,14.0
ce4630548ef88157408b543b,2360232.0,2363002.0,600.0,25.0,2770.0
526647f5d60b48cd677153ad,2362813.0,2393629.0,1800.0,100.0,30816.0
170fa29bf82972dbb1b1794a,2362948.0,2402230.0,600.0,25.0,39282.0
a3cf425aa5cc25ec15827820,2364177.0,2364232.0,600.0,100.0,55.0
e5eec8fd54777f7e1e1946b8,2365169.0,2365227.0,1800.0,100.0,58.0
1db0a4259041ce38c3a8b4cd,2366088.0,2366763.0,600.0,100.0,675.0
cb9c249315fd8179fbe046f3,2367600.0,2372638.0,100.0,100.0,5038.0
5711f03aff0ebaa27a741789,2368596.0,2368616.0,600.0,100.0,20.0
a4ce0fc98302b163604d3eb2,2369279.0,2369406.0,800.0,100.0,127.0
a6c1767e7c10d2cf0322fbda,2369603.0,2369865.0,600.0,200.0,262.0
8c9360b0c207fbe0537bd354,2370926.0,2401212.0,600.0,10.0,30286.0
db5136a262acc312549a5a66,2372902.0,2376190.0,600.0,100.0,3288.0
3774034b0a53bd42571d1365,2376851.0,2377007.0,600.0,100.0,156.0
84badc0e5e51277063089226,2379349.0,2381091.0,400.0,50.0,1742.0
7a4f7173c3e20b685cd28d04,2379754.0,2380001.0,600.0,100.0,247.0
85e527045de559e4a9fe7e40,2379755.0,2379991.0,600.0,100.0,236.0
1a7d898c8de95b0544452652,2380403.0,2380854.0,200.0,10.0,451.0
8b9f5e9463d8ac62d42eceb8,2381220.0,2383341.0,400.0,50.0,2121.0
3b1dce720bc44dff492fab75,2381848.0,2381896.0,600.0,100.0,48.0
789e7b27715bce947e0ca686,2394454.0,2394934.0,600.0,100.0,480.0
eb51320f1bb56360f4300927,2399308.0,2443761.0,600.0,20.0,44453.0
cea62add49d01a4a41e6b548,2402175.0,2402279.0,600.0,25.0,104.0
0b1472451a612666f68c9037,2409657.0,2410901.0,800.0,100.0,1244.0
9080c18670b32062d8fb6296,2410484.0,2434619.0,20.0,10.0,24135.0
976bbaf429837b5adf724c72,2420549.0,2420673.0,600.0,100.0,124.0
2b008a0a456d92e050756813,2423571.0,2425402.0,50.0,25.0,1831.0
0240cd167ec22bb11b97e747,2425854.0,2428254.0,200.0,20.0,2400.0
bb75a706ba8e0c58e80c503e,2426363.0,2434256.0,100.0,0.0,7893.0
7d357645cbc901fa0687cb19,2433258.0,2433331.0,600.0,25.0,73.0
e78d8347e473d1d26de1e00a,2437081.0,2448175.0,20.0,10.0,11094.0
94cb55a074013c41e02df636,2437197.0,2445035.0,20.0,10.0,7838.0
9fd68eb413143ef510ed199f,2442608.0,2442721.0,600.0,0.0,113.0
c484c375c2b2b16401665548,2446412.0,2465562.0,600.0,0.0,19150.0
07a8c18a598a6fd619f8b11a,2459090.0,2459257.0,600.0,50.0,167.0
fe4da5738ff18fd308d2808a,2461097.0,2462482.0,600.0,50.0,1385.0
713295ed7bb017f369052892,2463766.0,2464093.0,600.0,100.0,327.0
0d71db3673838fd835198119,2464183.0,2464741.0,600.0,100.0,558.0
b7256b87f116fdba1375d69b,2465471.0,2477697.0,600.0,0.0,12226.0
14ec71f362af53ca2f3ae22e,2467977.0,2468009.0,600.0,5.0,32.0
6c1804c24556f30cefc1e9ac,2468397.0,2468643.0,600.0,100.0,246.0
8510c8af74a731309543ff74,2471635.0,2533490.0,600.0,25.0,61855.0
0ab55392c55295fd5fd732f1,2471725.0,2471807.0,600.0,100.0,82.0
99e8362103650e3b77446615,2473046.0,2488945.0,600.0,10.0,15899.0
7d0c6cd3acf70e7ecf16119d,2477771.0,2480041.0,100.0,25.0,2270.0
290c1be6a1f360d48ded4724,2480058.0,2480296.0,600.0,25.0,238.0
d17af9d6cf4fc45565709d49,2482821.0,2486148.0,400.0,50.0,3327.0
37f5c600d6e2a773e27c1c91,2487958.0,2488623.0,600.0,100.0,665.0
56fe73e7028fee5b5c48bbf6,2493374.0,2495725.0,600.0,100.0,2351.0
e53bbd0313767e6ffbd14122,2494808.0,2495232.0,1000.0,50.0,424.0
77a0a94442c156eea0b156a5,2497877.0,2498556.0,20.0,5.0,679.0
13364c7555c03454d0d8251c,2498919.0,2501512.0,600.0,25.0,2593.0
da7d17f92f51c219e3771a6a,2502042.0,2502175.0,100.0,100.0,133.0
b5afa14c147958d8b4c01b5f,2506021.0,2506681.0,600.0,100.0,660.0
27399453d62e1da8967f0917,2510155.0,2511182.0,400.0,100.0,1027.0
f3f2e53e5d1a659015096f49,2512690.0,2515616.0,600.0,25.0,2926.0
31341ae52f812c367210490f,2519652.0,2520068.0,600.0,50.0,416.0
ee65507646b973188e53bf95,2520779.0,2534203.0,600.0,25.0,13424.0
07537f91f0016ccf16ebbead,2525793.0,2526152.0,600.0,50.0,359.0
aa6fa5f10a45caf6a29a1c9c,2527985.0,2528211.0,600.0,100.0,226.0
cfd0d9558102248c19bb3da1,2529669.0,2529693.0,600.0,50.0,24.0
b81d4a22a407fb9f6780eea0,2535681.0,2535729.0,600.0,0.0,48.0
8090a5594ded18f7253f4d5b,2540454.0,2540641.0,600.0,25.0,187.0
2b2e1b08a2e1c97883c95b89,2540991.0,2546912.0,600.0,10.0,5921.0
9924cbbf05a0dfb3423eac7e,2541802.0,2566296.0,3200.0,100.0,24494.0
966cf2ffc1cb4468228f77c6,2542367.0,2545927.0,600.0,10.0,3560.0
9b1bdf28846a678f49622204,2543702.0,2546948.0,600.0,10.0,3246.0
3b771bffdeaa20c948088c01,2549100.0,2563909.0,600.0,25.0,14809.0
aca857c202f0e6a704b1b931,2555528.0,2556097.0,400.0,25.0,569.0
da06136140f664586b6fdbb3,2556036.0,2557444.0,400.0,50.0,1408.0
89e4fde684c528346c610ef2,2567967.0,2572613.0,600.0,100.0,4646.0
e0836f4d789c05605127a54a,2568497.0,2573509.0,600.0,10.0,5012.0
183b1a5850ddda1c49a72d26,2574709.0,2575654.0,600.0,50.0,945.0
7b8fb9ec6f3abbed471eade2,2575212.0,2641173.0,600.0,50.0,65961.0
5ce6d0701bda56123fe94535,2576337.0,2597274.0,600.0,25.0,20937.0
09838c46662ce259e088ff5f,2581377.0,2582733.0,600.0,0.0,1356.0
85b68d91ca5699aa4ee458ff,2584526.0,2587169.0,400.0,25.0,2643.0
b7686d42ce9dfaee62ab8667,2585518.0,2608842.0,1800.0,100.0,23324.0
302e19d0325e73a5e19b56e0,2587251.0,2587292.0,600.0,100.0,41.0
d5661ef2e666ca9489b89d09,2587993.0,2588084.0,600.0,100.0,91.0
87469c02238057fd8e1e2e73,2594272.0,2595158.0,600.0,0.0,886.0
72092a00032d5f2162106bea,2594955.0,2598787.0,600.0,25.0,3832.0
87143cf6c97e5b598b6418be,2596027.0,2596571.0,600.0,0.0,544.0
454296bc58d67d2a15bc0e0b,2596147.0,2597794.0,50.0,100.0,1647.0
09a142fd69e2fe78e9aa7380,2600816.0,2601252.0,600.0,50.0,436.0
f9cbc48b089a39c2e3141298,2607292.0,2607559.0,600.0,100.0,267.0
e03f7e506367f77d6b4a6305,2607991.0,2614258.0,1800.0,100.0,6267.0
cfb685043c1ca84282c0da13,2607993.0,2619952.0,1800.0,100.0,11959.0
8803d00a3431558ba692ade7,2607993.0,2617005.0,1800.0,100.0,9012.0
90d2b129038a7b2dd126979c,2610231.0,2610869.0,600.0,100.0,638.0
6d36f286d14c8b4c2de7baad,2612471.0,2612515.0,600.0,100.0,44.0
28d00058fe8207b194d7465c,2615391.0,2615466.0,600.0,100.0,75.0
0608081f2f763ae51542eefe,2616066.0,2627039.0,500.0,50.0,10973.0
d68bc0aed66172baa1d093b2,2618524.0,2619381.0,800.0,50.0,857.0
158dd0bb97f797075f7142ff,2629122.0,2629226.0,600.0,100.0,104.0
cbc269f5b9e3a8dcd826f1cd,2630321.0,2630345.0,600.0,100.0,24.0
185ed3da195d992125fe6a76,2642127.0,2642552.0,600.0,0.0,425.0
8af05c10868362c662d402d8,2651453.0,2651601.0,600.0,50.0,148.0
3c042c8a837ff9febab9df5a,2652746.0,2653624.0,600.0,100.0,878.0
45e2f13b10950812f9cdf059,2653199.0,2663425.0,600.0,0.0,10226.0
bc6a6b74eb73912202731af4,2653469.0,2676854.0,1600.0,100.0,23385.0
d55ef7e92211d9fb74b1d75b,2655914.0,2656451.0,600.0,100.0,537.0
abbe8a2a8cf3154da54e87ca,2657858.0,2658163.0,600.0,0.0,305.0
ecf51257dda7c2a25c3410a8,2658748.0,2659162.0,100.0,100.0,414.0
0f1028c0abf1f3c370970458,2659105.0,2659824.0,600.0,50.0,719.0
d61194f2d1963ab4d757454b,2659837.0,2670540.0,1000.0,0.0,10703.0
d0419032eca27ba7bd255273,2661999.0,2662147.0,100.0,0.0,148.0
fc505f3d412f92f454f30892,2664394.0,2668999.0,600.0,25.0,4605.0
dd325c031279f10d954bdb4e,2664537.0,2666373.0,600.0,25.0,1836.0
cce6f00bd3455066b4a09529,2665987.0,2666556.0,600.0,25.0,569.0
eb68da34736c46ce791e8e51,2666569.0,2669158.0,600.0,0.0,2589.0
4f72da5ce6423c5e2c13b203,2669135.0,2669212.0,400.0,100.0,77.0
25a621200447fe24760e9cb4,2673290.0,2673331.0,400.0,100.0,41.0
d25091668a210273ed8bbc93,2674900.0,2683488.0,20.0,10.0,8588.0
b2e6cf7ffd9f31dd7cd6a7ca,2676051.0,2691465.0,600.0,25.0,15414.0
cad255a2424cdfc3d6563e9e,2677528.0,2677572.0,600.0,100.0,44.0
669f9c99be2c7195eda56396,2677711.0,2677735.0,600.0,100.0,24.0
bc031dddee55edd4f23d1d5f,2680647.0,2681041.0,600.0,0.0,394.0
d4275585595b96e0edebcae4,2686843.0,2687293.0,600.0,100.0,450.0
400980ffa36754af6f62e90f,2692529.0,2692996.0,600.0,50.0,467.0
44440a2021a6f090189a9344,2695204.0,2697601.0,100.0,0.0,2397.0
14ca8edfae5abf0a83f1ab1e,2695327.0,2695377.0,600.0,100.0,50.0
36ec89155305398a20296404,2701983.0,2702539.0,600.0,25.0,556.0
f6d97d9552b307eff350748e,2703651.0,2704737.0,600.0,25.0,1086.0
ef89ec1bcb76586142f25dd2,2704462.0,2704738.0,600.0,100.0,276.0
03ad9893a12067dd8842015b,2706181.0,2717824.0,600.0,25.0,11643.0
10d92563a979e1f1a0459904,2720569.0,2729353.0,600.0,50.0,8784.0
6e43195f971e5726878f7fdf,2729967.0,2759282.0,20.0,10.0,29315.0
b54469320b4c2659d01d8f0d,2729996.0,2764308.0,20.0,10.0,34312.0
19fba6521e1ef146ee8245cf,2732429.0,2737145.0,600.0,25.0,4716.0
36aa65ae37f9cb41b6838d8d,2732965.0,2732989.0,600.0,100.0,24.0
71ea057d2dee00e062401fe1,2734171.0,2735153.0,200.0,20.0,982.0
3ea6d8e0ef9c4d18e15c8470,2736348.0,2738298.0,600.0,100.0,1950.0
7cac722075debc1d85301711,2736541.0,2736595.0,600.0,100.0,54.0
37dadcc8250fae97e21c38b2,2741064.0,2741230.0,200.0,0.0,166.0
556083460b83e671d751ac0a,2741453.0,2741502.0,600.0,5.0,49.0
11974698a58dcc066a3916e7,2744662.0,2747846.0,600.0,10.0,3184.0
7940dc67394a53e038d97c34,2754842.0,2755265.0,600.0,100.0,423.0
3f6e32003f3a5fb68515655f,2756530.0,2762663.0,600.0,50.0,6133.0
8ff1f185b2f90028f756fa90,2756939.0,2788974.0,100.0,0.0,32035.0
2bebeae79821b6a4f7bfbf3e,2758801.0,2773077.0,600.0,100.0,14276.0
0d64765deacbe701c6535d19,2768364.0,2777709.0,600.0,25.0,9345.0
533d93878bdf541d177465e9,2769163.0,2772925.0,400.0,25.0,3762.0
6811391d68a23e9cf8ce9b10,2770490.0,2771153.0,600.0,25.0,663.0
5f0809d08fc7d375e14fa7a5,2778327.0,2778735.0,600.0,25.0,408.0
8726accddffbdc0387c328fd,2779701.0,2781043.0,600.0,100.0,1342.0
12edc7fbe2f7ed1ea13b2b46,2780001.0,2787371.0,600.0,0.0,7370.0
f42cf7f13ded6244c5334a74,2780261.0,2781095.0,200.0,0.0,834.0
987a236bd06007f9088be285,2786364.0,2795261.0,1000.0,15.0,8897.0
9ca3ab78a0c7475a704bfe83,2787508.0,2792488.0,600.0,0.0,4980.0
0eac911db16ccf04d5e01e66,2787745.0,2791869.0,600.0,100.0,4124.0
c295c630e77c94ea0bfb109e,2789367.0,2789731.0,1000.0,50.0,364.0
5b4c7561e5ec48e0c3b0a529,2789371.0,2790007.0,300.0,25.0,636.0
55491b137153595f3948addb,2789678.0,2790641.0,200.0,0.0,963.0
df33c0c4b76d46e930d2afc1,2792092.0,2792358.0,600.0,0.0,266.0
0d3928caad3bc0bc6a2e83ad,2795304.0,2795384.0,800.0,50.0,80.0
c32cc544e1ac807e596d2077,2795511.0,2795567.0,600.0,0.0,56.0
1df49b62489ca5cacdeab340,2797571.0,2810892.0,200.0,25.0,13321.0
2b9322f0ac7bfb89bca7ca8f,2800310.0,2804677.0,600.0,10.0,4367.0
68bf697bed1c909a456da910,2800395.0,2804533.0,600.0,10.0,4138.0
232b18f32e4606c63764a56a,2800571.0,2800861.0,600.0,100.0,290.0
802ed542f3c271c2fbe61212,2800647.0,2805051.0,600.0,10.0,4404.0
8d5ebdefffe4460cf52158af,2800769.0,2801103.0,1000.0,50.0,334.0
9adca852d5d36a1320a6c3ee,2805204.0,2805252.0,600.0,25.0,48.0
9b46fd3dd6cd3f68497670f5,2805425.0,2895904.0,800.0,100.0,90479.0
ec6f635a944072d38650de96,2808220.0,2808273.0,100.0,100.0,53.0
0551a291664101191242ae3c,2808336.0,2810403.0,600.0,100.0,2067.0
9497de5e147dab8faf421519,2810507.0,2810820.0,1000.0,50.0,313.0
ebad876c519fa62bd783c0e7,2812018.0,2841478.0,1800.0,100.0,29460.0
50346f97f3ffabf877a0e51a,2819807.0,2819852.0,600.0,100.0,45.0
0d00fedc897ea65ff5172d8d,2820060.0,2826810.0,600.0,100.0,6750.0
cdae7407033ca24212aec67b,2821317.0,2821378.0,600.0,5.0,61.0
09a02a7673d9b0d9e6cd1d1a,2824859.0,2825208.0,600.0,100.0,349.0
90cbc202074c118c037614f2,2826700.0,2827408.0,600.0,100.0,708.0
0557cdd0dfe39c46a41369cd,2829404.0,2830548.0,600.0,50.0,1144.0
ce81a322aaf27c6ccc6bb82f,2830544.0,2830729.0,600.0,100.0,185.0
894080776f6f968b5d20c19f,2834285.0,2836386.0,600.0,100.0,2101.0
3b69d9638f5aa108a02741a9,2835983.0,2838595.0,600.0,100.0,2612.0
0a8d9b1d5e9df69daf67e237,2837079.0,2860381.0,600.0,25.0,23302.0
57acd52d03d69178c7456291,2845586.0,2846739.0,600.0,100.0,1153.0
e999bf31174e23bbf8b6c75b,2855009.0,2868722.0,600.0,25.0,13713.0
6e7542ce7627e84219f66740,2856423.0,2859433.0,600.0,0.0,3010.0
5764c8f645eb622d98fa425a,2858710.0,2860361.0,600.0,100.0,1651.0
7daa6adeb0469e8c39577835,2859201.0,2863975.0,600.0,25.0,4774.0
408af3dc9f99d8adc113a29c,2861127.0,2863908.0,600.0,50.0,2781.0
6403e345ebb6c4cd6c134f84,2861160.0,2861294.0,1800.0,200.0,134.0
a0f226b1ffb7e5f950d664b0,2862694.0,2863932.0,1800.0,100.0,1238.0
f05f483f31d22703a7bf9d26,2863057.0,2886055.0,600.0,100.0,22998.0
e0e29270e8aba4025b300d1e,2865691.0,2887529.0,100.0,0.0,21838.0
bb6143c815524ae11857b7b2,2866642.0,2866741.0,600.0,100.0,99.0
b026ff14b57b69994d8a8b23,2867275.0,2868669.0,600.0,25.0,1394.0
9ab1bc7b876aafa1f171900a,2869974.0,2870332.0,600.0,25.0,358.0
62e61a87983d6c8672ac1ee0,2871311.0,2871369.0,600.0,100.0,58.0
6cb8e465254299f42342cf5a,2871673.0,2872269.0,400.0,20.0,596.0
21fc97ebaa83c80adf8fab2b,2876024.0,2876621.0,600.0,25.0,597.0
6906dfda6a4505f91692e776,2876728.0,2906174.0,1800.0,100.0,29446.0
1a48d06a23710605d5b022f0,2880146.0,2880210.0,600.0,25.0,64.0
a7c55e46a801b83e7abc4262,2880652.0,2881037.0,200.0,0.0,385.0
901985c55073402639f8c3d1,2887236.0,2888363.0,1800.0,100.0,1127.0
308cf1c822b544274b8e56a9,2890254.0,2891372.0,1800.0,100.0,1118.0
10a841dfaece515b4b9ed2f2,2890277.0,2892199.0,1800.0,100.0,1922.0
fac4de10adc100058d5e9f87,2895984.0,2898640.0,600.0,100.0,2656.0
50058ed8f1af44c7e24fbc04,2899468.0,2899672.0,600.0,100.0,204.0
293b3fa1fa4430edda4f13eb,2900698.0,2900860.0,600.0,0.0,162.0
4381c20a8cd46a4d0d10fcd0,2909964.0,2910122.0,600.0,50.0,158.0
6f247d1be962af63b414eefb,2912913.0,2913087.0,600.0,50.0,174.0
b5ee66ea28d9ac3f6c37f7c7,2919720.0,2920052.0,600.0,100.0,332.0
7164cc29db167f85ac916f7f,2927826.0,2928271.0,600.0,0.0,445.0
9e076a75cc731d7dd68bd15d,2927968.0,2928952.0,600.0,100.0,984.0
8abe47f2a5c0d173d3be78ca,2928033.0,2930323.0,600.0,100.0,2290.0
57e5102810c92d1f9cb6d3c2,2928137.0,2930782.0,600.0,100.0,2645.0
b38a654713f3130a678cee02,2929690.0,2929725.0,100.0,0.0,35.0
d417e0e589406dd66e947254,2934118.0,2934181.0,600.0,0.0,63.0
c1564050399d4d409f7b7104,2935638.0,2940735.0,600.0,100.0,5097.0
be2f74e6ee39d87aef8ced33,2939120.0,2939327.0,600.0,100.0,207.0
af5f832b64843ede96dc2d8f,2947678.0,2947889.0,600.0,100.0,211.0
11607b7fbfeac38b1720f7eb,2949547.0,2969855.0,1800.0,100.0,20308.0
90ae3f7b61b442e2f6a7b8ba,2949933.0,2951460.0,400.0,25.0,1527.0
96561cbd4121b06f5daeb38d,2953869.0,2958812.0,600.0,100.0,4943.0
